challengeID,m1intmon,m1intyr,m1lenhr,m1lenmin,cm1twoc,cm1fint,cm1tdiff
1583,-3,0,0,35,0,1,0
1584,-3,0,-3,30,0,1,0
1585,-3,0,1,0,0,0,0
1586,-3,0,0,50,0,1,0
1587,-3,0,0,35,0,1,0
1588,-3,0,0,54,0,1,0
1589,-3,0,0,30,0,1,0
1590,-3,0,0,50,0,1,0
1591,-3,0,0,50,0,0,0
1592,-3,0,0,40,0,1,0
1593,-3,0,0,30,0,1,0
1594,-3,0,0,40,0,1,0
1595,-3,0,0,20,0,1,0
1596,-3,0,0,30,0,1,0
1597,-3,0,0,26,0,1,0
1598,-3,0,0,50,0,1,0
1599,-3,0,1,10,0,0,0
1600,-3,0,0,30,0,1,0
1601,-3,0,0,25,0,1,0
1602,-3,0,0,40,0,1,0
1603,-3,0,0,50,0,1,0
1604,-3,0,0,45,0,0,0
1605,-3,0,0,32,0,1,0
1606,-3,0,0,30,0,1,0
1607,-3,0,0,50,0,1,0
1608,-3,0,0,30,0,1,0
1609,-3,0,1,55,0,1,0
1610,-3,0,-3,35,0,1,0
1611,-3,0,-3,35,0,1,0
1612,-3,0,0,30,0,1,0
1613,-3,0,0,30,0,1,0
1614,-3,0,0,35,0,0,0
1615,-3,0,0,20,0,1,0
1616,-3,0,0,30,0,1,0
1617,-3,0,0,30,0,1,0
1618,-3,0,0,37,0,1,0
1619,-3,0,0,35,0,1,0
1620,-3,0,-3,-3,0,1,0
1621,-3,0,0,40,0,1,0
1622,-3,0,-3,40,0,0,0
1623,-3,0,0,45,0,0,0
1624,-3,0,-3,50,0,1,0
1625,-3,0,0,30,0,1,0
1626,-3,0,0,30,0,1,0
1627,-3,0,1,0,0,1,0
1628,-3,0,2,-3,0,1,0
1629,-3,0,0,40,0,1,0
1630,-3,0,0,45,0,1,0
1631,-3,0,0,35,0,1,0
1632,-3,0,0,35,0,1,0
1633,-3,0,0,30,0,1,0
1634,-3,0,0,35,0,1,0
1635,-3,0,0,55,0,1,0
1636,-3,0,1,10,0,0,0
1637,-3,0,-3,31,0,1,0
1638,-3,0,-3,30,0,1,0
1639,-3,0,0,25,0,1,0
1640,-3,0,0,30,0,0,0
1641,-3,0,0,45,0,1,0
1642,-3,0,1,25,0,1,0
1643,-3,0,0,40,0,0,0
1644,-3,0,1,25,0,1,0
1645,-3,0,-3,-3,0,1,0
1646,-3,0,1,0,0,1,0
1647,-3,0,0,35,0,1,0
1648,-3,0,-3,30,0,0,0
1649,-3,0,0,35,0,1,0
1650,-3,0,0,35,0,1,0
1651,-3,0,0,45,0,1,0
1652,-3,0,-3,-3,0,1,0
1653,-3,0,0,30,0,1,0
1654,-3,0,0,35,0,1,0
1655,-3,0,0,30,0,1,0
1656,-3,0,-3,35,0,0,0
1657,-3,0,0,33,0,1,0
1658,-3,0,-3,33,0,1,0
1659,-3,0,-3,30,0,1,0
1660,-3,0,0,45,0,1,0
1661,-3,0,0,25,0,1,0
1662,-3,0,0,40,0,1,0
1663,-3,0,0,30,0,1,0
1664,-3,0,0,25,0,1,0
1665,-3,0,0,30,0,1,0
1666,-3,0,0,45,0,1,0
1667,-3,0,0,27,0,1,0
1668,-3,0,-3,25,0,1,0
1669,-3,0,0,35,0,0,0
1670,-3,0,0,40,0,1,0
1671,-3,0,0,25,0,1,0
1672,-3,0,1,30,0,0,0
1673,-3,0,0,45,0,1,0
1674,-3,0,-3,50,0,1,0
1675,-3,0,0,40,0,1,0
1676,-3,0,0,30,0,0,0
1677,-3,0,1,10,0,0,0
1678,-3,0,0,40,0,1,0
1679,-3,0,0,30,0,1,0
1680,-3,0,-3,20,0,1,0
1681,-3,0,-3,40,0,0,0
1682,-3,0,0,45,0,1,0
1683,-3,0,-3,31,0,1,0
1684,-3,0,5,19,0,0,0
1685,-3,0,0,33,0,1,0
1686,-3,0,0,43,0,1,0
1687,-3,0,0,30,0,0,0
1688,-3,0,-3,35,0,1,0
1689,-3,0,0,30,0,1,0
1690,-3,0,0,40,0,0,0
1691,-3,0,0,40,0,1,0
1692,-3,0,0,35,0,0,0
1693,-3,0,0,30,0,1,0
1694,-3,0,-3,40,0,0,0
1695,-3,0,0,30,0,1,0
1696,-3,0,0,30,0,1,0
1697,-3,0,0,30,0,1,0
1698,-3,0,0,25,0,1,0
1699,-3,0,0,28,0,1,0
1700,-3,0,0,35,0,1,0
1701,-3,0,0,30,0,1,0
1702,-3,0,-3,37,0,1,0
1703,-3,0,0,40,0,1,0
1704,-3,0,-3,35,0,1,0
1705,-3,0,0,45,0,1,0
1706,-3,0,0,30,0,1,0
1707,-3,0,1,35,0,0,0
1708,-3,0,0,35,0,1,0
1709,-3,0,-3,50,0,1,0
1710,-3,0,0,35,0,1,0
1711,-3,0,1,5,0,1,0
1712,-3,0,0,39,0,1,0
1713,-3,0,0,35,0,1,0
1714,-3,0,0,35,0,1,0
1715,-3,0,0,35,0,0,0
1716,-3,0,0,26,0,1,0
1717,-3,0,0,28,0,1,0
1718,-3,0,-3,40,0,0,0
1719,-3,0,1,30,0,0,0
1720,-3,0,0,35,0,0,0
1721,-3,0,0,35,0,1,0
1722,-3,0,0,30,0,1,0
1723,-3,0,0,30,0,1,0
1724,-3,0,0,35,0,1,0
1725,-3,0,0,50,0,0,0
1726,-3,0,0,55,0,0,0
1727,-3,0,-3,31,0,1,0
1728,-3,0,0,30,0,0,0
1729,-3,0,-3,25,0,1,0
1730,-3,0,0,25,0,1,0
1731,-3,0,0,40,0,1,0
1732,-3,0,0,45,0,1,0
1733,-3,0,-3,45,0,0,0
1734,-3,0,0,30,0,1,0
1735,-3,0,0,55,0,1,0
1736,-3,0,0,44,0,1,0
1737,-3,0,0,45,0,1,0
1738,-3,0,0,50,0,1,0
1739,-3,0,-3,30,0,1,0
1740,-3,0,0,35,0,0,0
1741,-3,0,0,45,0,1,0
1742,-3,0,0,35,0,1,0
1743,-3,0,0,30,0,1,0
1744,-3,0,0,35,0,1,0
1745,-3,0,1,17,0,1,0
1746,-3,0,0,35,0,1,0
1747,-3,0,0,25,0,1,0
1748,-3,0,0,32,0,1,0
1749,-3,0,-3,32,0,1,0
1750,-3,0,0,45,0,1,0
1751,-3,0,-3,30,0,1,0
1752,-3,0,0,45,0,1,0
1753,-3,0,0,35,0,0,0
1754,-3,0,-3,32,0,1,0
1755,-3,0,0,45,0,1,0
1756,-3,0,-3,54,0,0,0
1757,-3,0,0,40,0,1,0
1758,-3,0,0,30,0,1,0
1759,-3,0,1,5,0,1,0
1760,-3,0,0,29,0,1,0
1761,-3,0,-3,50,0,0,0
1762,-3,0,0,55,0,1,0
1763,-3,0,-3,36,0,0,0
1764,-3,0,0,35,0,1,0
1765,-3,0,0,40,0,1,0
1766,-3,0,0,30,0,1,0
1767,-3,0,0,25,0,0,0
1768,-3,0,0,35,0,1,0
1769,-3,0,0,30,0,1,0
1770,-3,0,0,40,0,1,0
1771,-3,0,0,50,0,0,0
1772,-3,0,-3,30,0,1,0
1773,-3,0,0,30,0,1,0
1774,-3,0,0,45,0,1,0
1775,-3,0,0,27,0,1,0
1776,-3,0,0,25,0,0,0
1777,-3,0,1,0,0,1,0
1778,-3,0,0,30,0,1,0
1779,-3,0,0,35,0,1,0
1780,-3,0,-3,25,0,1,0
1781,-3,0,0,25,0,0,0
1782,-3,0,0,42,0,0,0
1783,-3,0,0,35,0,1,0
1784,-3,0,0,50,0,0,0
1785,-3,0,0,50,0,0,0
1786,-3,0,0,30,0,1,0
1787,-3,0,0,45,0,0,0
1788,-3,0,0,30,0,1,0
1789,-3,0,-3,55,0,1,0
1790,-3,0,0,50,0,1,0
1791,-3,0,0,40,0,1,0
1792,-3,0,0,40,0,1,0
1793,-3,0,0,40,0,1,0
1794,-3,0,1,0,0,1,0
1795,-3,0,-3,30,0,1,0
1796,-3,0,1,-3,0,1,0
1797,-3,0,0,45,0,1,0
1798,-3,0,1,15,0,1,0
1799,-3,0,0,50,0,1,0
1800,-3,0,0,55,0,1,0
1801,-3,0,-3,55,0,1,0
1802,-3,0,0,30,0,1,0
1803,-3,0,0,35,0,1,0
1804,-3,0,0,25,0,1,0
1805,-3,0,0,25,0,1,0
1806,-3,0,1,0,0,0,0
1807,-3,0,0,45,0,1,0
1808,-3,0,0,45,0,1,0
1809,-3,0,0,35,0,1,0
1810,-3,0,0,35,0,0,0
1811,-3,0,0,30,0,0,0
1812,-3,0,1,5,0,1,0
1813,-3,0,1,15,0,1,0
1814,-3,0,-3,35,0,0,0
1815,-3,0,0,40,0,0,0
1816,-3,0,0,40,0,1,0
1817,-3,0,0,35,0,1,0
1818,-3,0,0,30,0,1,0
1819,-3,0,0,30,0,1,0
1820,-3,0,0,30,0,1,0
1821,-3,0,3,15,0,1,0
1822,-3,0,0,35,0,1,0
1823,-3,0,1,0,0,1,0
1824,-3,0,0,39,0,1,0
1825,-3,0,1,0,0,0,0
1826,-3,0,1,0,0,0,0
1827,-3,0,0,25,0,1,0
1828,-3,0,0,30,0,1,0
1829,-3,0,0,45,0,1,0
1830,-3,0,0,40,0,0,0
1831,-3,0,-3,33,0,1,0
1832,-3,0,0,30,0,1,0
1833,-3,0,1,0,0,1,0
1834,-3,0,0,50,0,1,0
1835,-3,0,1,0,0,1,0
1836,-3,0,0,45,0,0,0
1837,-3,0,-3,35,0,1,0
1838,-3,0,-3,35,0,1,0
1839,-3,0,0,30,0,1,0
1840,-3,0,0,40,0,1,0
1841,-3,0,0,25,0,0,0
1842,-3,0,0,51,0,0,0
1843,-3,0,1,5,0,1,0
1844,-3,0,-3,30,0,1,0
1845,-3,0,0,25,0,0,0
1846,-3,0,0,30,0,1,0
1847,-3,0,0,55,0,1,0
1848,-3,0,0,40,0,1,0
1849,-3,0,0,51,0,1,0
1850,-3,0,0,31,0,1,0
1851,-3,0,1,0,0,1,0
1852,-3,0,1,5,0,1,0
1853,-3,0,0,40,0,0,0
1854,-3,0,-3,30,0,1,0
1855,-3,0,0,45,0,1,0
1856,-3,0,0,50,0,1,0
1857,-3,0,0,50,0,1,0
1858,-3,0,0,37,0,1,0
1859,-3,0,0,45,0,1,0
1860,-3,0,0,45,0,1,0
1861,-3,0,1,10,0,1,0
1862,-3,0,0,30,0,1,0
1863,-3,0,1,25,0,1,0
1864,-3,0,0,39,0,1,0
1865,-3,0,0,30,0,1,0
1866,-3,0,-3,34,0,0,0
1867,-3,0,0,40,0,1,0
1868,-3,0,0,25,0,1,0
1869,-3,0,0,55,0,1,0
1870,-3,0,0,25,0,1,0
1871,-3,0,0,45,0,1,0
1872,-3,0,-3,40,0,1,0
1873,-3,0,-3,45,0,1,0
1874,-3,0,0,40,0,1,0
1875,-3,0,0,35,0,0,0
1876,-3,0,0,45,0,0,0
1877,-3,0,0,40,0,1,0
1878,-3,0,0,40,0,0,0
1879,-3,0,2,0,0,0,0
1880,-3,0,0,40,0,0,0
1881,-3,0,0,30,0,1,0
1882,-3,0,-3,-3,0,1,0
1883,-3,0,1,-3,0,1,0
1884,-3,0,0,40,0,1,0
1885,-3,0,0,50,0,1,0
1886,-3,0,-3,30,0,0,0
1887,-3,0,0,35,0,1,0
1888,-3,0,-3,-3,0,1,0
1889,-3,0,-3,35,0,1,0
1890,-3,0,0,35,0,1,0
1891,-3,0,-3,37,0,0,0
1892,-3,0,0,50,0,0,0
1893,-3,0,0,40,0,1,0
1894,-3,0,0,40,0,0,0
1895,-3,0,-3,45,0,1,0
1896,-3,0,1,30,0,1,0
1897,-3,0,-3,-3,0,1,0
1898,-3,0,0,30,0,0,0
1899,-3,0,0,40,0,1,0
1900,-3,0,-3,40,0,1,0
1901,-3,0,0,40,0,1,0
1902,-3,0,0,45,0,0,0
1903,-3,0,-3,40,0,1,0
1904,-3,0,1,0,0,0,0
1905,-3,0,0,50,0,0,0
1906,-3,0,-3,30,0,1,0
1907,-3,0,0,45,0,1,0
1908,-3,0,0,25,0,1,0
1909,-3,0,0,25,0,1,0
1910,-3,0,0,32,0,1,0
1911,-3,0,0,30,0,0,0
1912,-3,0,0,45,0,1,0
1913,-3,0,0,40,0,1,0
1914,-3,0,-3,50,0,0,0
1915,-3,0,0,35,0,1,0
1916,-3,0,0,35,0,1,0
1917,-3,0,0,50,0,1,0
1918,-3,0,0,40,0,1,0
1919,-3,0,-3,32,0,1,0
1920,-3,0,0,40,0,1,0
1921,-3,0,1,35,0,0,0
1922,-3,0,0,55,0,1,0
1923,-3,0,0,35,0,1,0
1924,-3,0,1,0,0,1,0
1925,-3,0,1,0,0,1,0
1926,-3,0,0,43,0,1,0
1927,-3,0,-3,-3,0,1,0
1928,-3,0,0,40,0,1,0
1929,-3,0,0,30,0,1,0
1930,-3,0,-3,40,0,1,0
1931,-3,0,-3,29,0,1,0
1932,-3,0,-3,40,0,1,0
1933,-3,0,0,40,0,1,0
1934,-3,0,0,35,0,1,0
1935,-3,0,-3,43,0,1,0
1936,-3,0,0,30,0,1,0
1937,-3,0,0,25,0,1,0
1938,-3,0,0,45,0,1,0
1939,-3,0,0,30,0,1,0
1940,-3,0,0,30,0,1,0
1941,-3,0,1,0,0,0,0
1942,-3,0,0,40,0,0,0
1943,-3,0,0,25,0,0,0
1944,-3,0,0,30,0,1,0
1945,-3,0,0,30,0,1,0
1946,-3,0,0,45,0,1,0
1947,-3,0,3,15,0,1,0
1948,-3,0,0,45,0,0,0
1949,-3,0,-3,30,0,1,0
1950,-3,0,0,25,0,1,0
1951,-3,0,0,40,0,1,0
1952,-3,0,-3,35,0,1,0
1953,-3,0,0,40,0,1,0
1954,-3,0,0,45,0,1,0
1955,-3,0,0,40,0,1,0
1956,-3,0,0,35,0,0,0
1957,-3,0,0,30,0,1,0
1958,-3,0,0,40,0,1,0
1959,-3,0,0,25,0,1,0
1960,-3,0,0,40,0,1,0
1961,-3,0,-3,55,0,1,0
1962,-3,0,-3,-3,0,1,0
1963,-3,0,0,35,0,0,0
1964,-3,0,0,35,0,1,0
1965,-3,0,0,40,0,1,0
1966,-3,0,0,50,0,1,0
1967,-3,0,0,45,0,1,0
1968,-3,0,0,45,0,1,0
1969,-3,0,0,35,0,1,0
1970,-3,0,0,35,0,1,0
1971,-3,0,0,45,0,1,0
1972,-3,0,0,48,0,0,0
1973,-3,0,0,35,0,0,0
1974,-3,0,1,25,0,1,0
1975,-3,0,0,35,0,0,0
1976,-3,0,0,30,0,1,0
1977,-3,0,0,35,0,1,0
1978,-3,0,0,28,0,1,0
1979,-3,0,0,32,0,1,0
1980,-3,0,0,30,0,0,0
1981,-3,0,0,40,0,1,0
1982,-3,0,-3,31,0,1,0
1983,-3,0,1,5,0,0,0
1984,-3,0,-3,35,0,1,0
1985,-3,0,0,40,0,1,0
1986,-3,0,0,50,0,0,0
1987,-3,0,0,30,0,0,0
1988,-3,0,0,43,0,1,0
1989,-3,0,-3,45,0,0,0
1990,-3,0,0,29,0,1,0
1991,-3,0,0,30,0,1,0
1992,-3,0,0,25,0,1,0
1993,-3,0,0,25,0,1,0
1994,-3,0,0,35,0,1,0
1995,-3,0,0,40,0,1,0
1996,-3,0,-3,-3,0,0,0
1997,-3,0,0,55,0,1,0
1998,-3,0,0,40,0,1,0
1999,-3,0,-3,40,0,0,0
2000,-3,0,-3,48,0,1,0
2001,-3,0,1,0,0,1,0
2002,-3,0,0,35,0,0,0
2003,-3,0,0,40,0,1,0
2004,-3,0,1,0,0,1,0
2005,-3,0,0,40,0,1,0
2006,-3,0,0,35,0,1,0
2007,-3,0,0,31,0,0,0
2008,-3,0,0,50,0,1,0
2009,-3,0,0,30,0,0,0
2010,-3,0,1,10,0,1,0
2011,-3,0,0,30,0,1,0
2012,-3,0,0,40,0,1,0
2013,-3,0,0,50,0,1,0
2014,-3,0,0,35,0,0,0
2015,-3,0,-3,33,0,1,0
2016,-3,0,0,40,0,0,0
2017,-3,0,0,22,0,1,0
2018,-3,0,0,35,0,0,0
2019,-3,0,0,28,0,1,0
2020,-3,0,0,29,0,1,0
2021,-3,0,0,35,0,1,0
2022,-3,0,0,30,0,1,0
2023,-3,0,1,5,0,0,0
2024,-3,0,1,0,0,0,0
2025,-3,0,0,30,0,1,0
2026,-3,0,0,45,0,1,0
2027,-3,0,-3,30,0,1,0
2028,-3,0,0,40,0,1,0
2029,-3,0,-3,30,0,1,0
2030,-3,0,0,45,0,1,0
2031,-3,0,1,55,0,0,0
2032,-3,0,1,0,0,1,0
2033,-3,0,1,0,0,1,0
2034,-3,0,0,50,0,0,0
2035,-3,0,0,45,0,1,0
2036,-3,0,0,45,0,1,0
2037,-3,0,-3,45,0,1,0
2038,-3,0,-3,30,0,1,0
2039,-3,0,1,-3,0,1,0
2040,-3,0,0,35,0,1,0
2041,-3,0,0,35,0,1,0
2042,-3,0,0,50,0,0,0
2043,-3,0,0,38,0,0,0
2044,-3,0,0,40,0,1,0
2045,-3,0,0,20,0,0,0
2046,-3,0,0,40,0,1,0
2047,-3,0,0,40,0,1,0
2048,-3,0,1,5,0,0,0
2049,-3,0,1,10,0,0,0
2050,-3,0,1,5,0,1,0
2051,-3,0,0,40,0,1,0
2052,-3,0,0,38,0,0,0
2053,-3,0,0,25,0,1,0
2054,-3,0,0,45,0,1,0
2055,-3,0,0,34,0,1,0
2056,-3,0,0,20,0,1,0
2057,-3,0,-3,41,0,1,0
2058,-3,0,0,30,0,1,0
2059,-3,0,0,30,0,1,0
2060,-3,0,0,55,0,1,0
2061,-3,0,-3,40,0,0,0
2062,-3,0,1,10,0,1,0
2063,-3,0,0,40,0,1,0
2064,-3,0,0,30,0,1,0
2065,-3,0,0,40,0,0,0
2066,-3,0,0,45,0,1,0
2067,-3,0,0,40,0,1,0
2068,-3,0,0,35,0,1,0
2069,-3,0,0,29,0,0,0
2070,-3,0,0,30,0,1,0
2071,-3,0,0,40,0,1,0
2072,-3,0,0,35,0,1,0
2073,-3,0,-3,30,0,0,0
2074,-3,0,0,35,0,1,0
2075,-3,0,0,40,0,1,0
2076,-3,0,0,40,0,0,0
2077,-3,0,0,45,0,1,0
2078,-3,0,0,40,0,0,0
2079,-3,0,0,32,0,1,0
2080,-3,0,-3,40,0,1,0
2081,-3,0,0,35,0,0,0
2082,-3,0,0,50,0,0,0
2083,-3,0,0,45,0,0,0
2084,-3,0,0,48,0,1,0
2085,-3,0,0,50,0,1,0
2086,-3,0,0,37,0,1,0
2087,-3,0,0,35,0,1,0
2088,-3,0,-3,-3,0,1,0
2089,-3,0,0,34,0,1,0
2090,-3,0,0,30,0,1,0
2091,-3,0,0,50,0,1,0
2092,-3,0,-3,45,0,1,0
2093,-3,0,4,4,0,1,0
2094,-3,0,0,30,0,0,0
2095,-3,0,-3,32,0,1,0
2096,-3,0,1,45,0,1,0
2097,-3,0,0,40,0,1,0
2098,-3,0,0,30,0,1,0
2099,-3,0,0,30,0,1,0
2100,-3,0,0,55,0,0,0
2101,-3,0,0,40,0,1,0
2102,-3,0,0,40,0,1,0
2103,-3,0,0,35,0,1,0
2104,-3,0,0,50,0,0,0
2105,-3,0,0,40,0,0,0
2106,-3,0,0,38,0,0,0
2107,-3,0,0,40,0,0,0
2108,-3,0,0,55,0,1,0
2109,-3,0,-3,30,0,1,0
2110,-3,0,0,35,0,0,0
2111,-3,0,2,30,0,1,0
2112,-3,0,-3,38,0,0,0
2113,-3,0,0,35,0,0,0
2114,-3,0,0,35,0,1,0
2115,-3,0,-3,40,0,1,0
2116,-3,0,0,35,0,1,0
2117,-3,0,0,42,0,1,0
2118,-3,0,0,30,0,0,0
2119,-3,0,-3,30,0,0,0
2120,-3,0,0,29,0,1,0
2121,-3,0,-3,32,0,1,0
2122,-3,0,0,40,0,1,0
2123,-3,0,0,55,0,1,0
2124,-3,0,0,25,0,1,0
2125,-3,0,0,45,0,1,0
2126,-3,0,0,35,0,1,0
2127,-3,0,0,50,0,0,0
2128,-3,0,0,45,0,0,0
2129,-3,0,0,30,0,1,0
2130,-3,0,0,45,0,1,0
2131,-3,0,-3,40,0,0,0
2132,-3,0,0,35,0,1,0
2133,-3,0,0,30,0,1,0
2134,-3,0,0,45,0,0,0
2135,-3,0,0,40,0,0,0
2136,-3,0,0,25,0,1,0
2137,-3,0,0,40,0,1,0
2138,-3,0,0,45,0,1,0
2139,-3,0,-3,35,0,0,0
2140,-3,0,0,25,0,1,0
2141,-3,0,0,40,0,0,0
2142,-3,0,0,45,0,1,0
2143,-3,0,0,30,0,1,0
2144,-3,0,0,50,0,1,0
2145,-3,0,-3,30,0,1,0
2146,-3,0,0,30,0,1,0
2147,-3,0,0,40,0,0,0
2148,-3,0,0,50,0,0,0
2149,-3,0,-3,32,0,1,0
2150,-3,0,0,55,0,1,0
2151,-3,0,0,40,0,0,0
2152,-3,0,0,45,0,0,0
2153,-3,0,1,5,0,1,0
2154,-3,0,0,50,0,1,0
2155,-3,0,0,50,0,1,0
2156,-3,0,0,30,0,1,0
2157,-3,0,0,40,0,1,0
2158,-3,0,0,50,0,1,0
2159,-3,0,-3,45,0,0,0
2160,-3,0,0,40,0,1,0
2161,-3,0,0,45,0,0,0
2162,-3,0,0,40,0,1,0
2163,-3,0,0,45,0,1,0
2164,-3,0,0,40,0,1,0
2165,-3,0,0,35,0,1,0
2166,-3,0,0,50,0,1,0
2167,-3,0,0,40,0,1,0
2168,-3,0,0,35,0,1,0
2169,-3,0,0,28,0,1,0
2170,-3,0,0,40,0,1,0
2171,-3,0,0,30,0,0,0
2172,-3,0,0,25,0,1,0
2173,-3,0,0,35,0,0,0
2174,-3,0,0,50,0,1,0
2175,-3,0,-3,43,0,1,0
2176,-3,0,0,50,0,1,0
2177,-3,0,0,25,0,0,0
2178,-3,0,0,40,0,1,0
2179,-3,0,-3,36,0,1,0
2180,-3,0,0,35,0,1,0
2181,-3,0,0,35,0,1,0
2182,-3,0,0,32,0,1,0
2183,-3,0,0,30,0,1,0
2184,-3,0,0,38,0,1,0
2185,-3,0,0,45,0,0,0
2186,-3,0,-3,-3,0,1,0
2187,-3,0,0,45,0,1,0
2188,-3,0,0,45,0,1,0
2189,-3,0,0,45,0,1,0
2190,-3,0,-3,-3,0,1,0
2191,-3,0,-3,39,0,1,0
2192,-3,0,0,40,0,1,0
2193,-3,0,0,30,0,1,0
2194,-3,0,0,40,0,1,0
2195,-3,0,0,25,0,1,0
2196,-3,0,-3,33,0,1,0
2197,-3,0,0,40,0,1,0
2198,-3,0,0,40,0,0,0
2199,-3,0,0,50,0,1,0
2200,-3,0,0,30,0,1,0
2201,-3,0,0,35,0,1,0
2202,-3,0,0,35,0,1,0
2203,-3,0,0,35,0,1,0
2204,-3,0,0,32,0,1,0
2205,-3,0,0,30,0,1,0
2206,-3,0,-3,30,0,1,0
2207,-3,0,-3,55,0,0,0
2208,-3,0,0,30,0,0,0
2209,-3,0,0,35,0,1,0
2210,-3,0,1,15,0,1,0
2211,-3,0,-3,40,0,1,0
2212,-3,0,0,40,0,1,0
2213,-3,0,0,50,0,1,0
2214,-3,0,0,35,0,1,0
2215,-3,0,0,37,0,1,0
2216,-3,0,0,25,0,0,0
2217,-3,0,0,25,0,1,0
2218,-3,0,1,0,0,1,0
2219,-3,0,0,50,0,1,0
2220,-3,0,0,37,0,0,0
2221,-3,0,0,35,0,1,0
2222,-3,0,0,30,0,1,0
2223,-3,0,0,35,0,1,0
2224,-3,0,0,43,0,1,0
2225,-3,0,1,10,0,1,0
2226,-3,0,-3,30,0,1,0
2227,-3,0,0,40,0,1,0
2228,-3,0,0,34,0,1,0
2229,-3,0,-3,30,0,1,0
2230,-3,0,0,25,0,1,0
2231,-3,0,0,30,0,1,0
2232,-3,0,0,30,0,1,0
2233,-3,0,0,40,0,1,0
2234,-3,0,1,0,0,1,0
2235,-3,0,0,34,0,0,0
2236,-3,0,0,27,0,1,0
2237,-3,0,1,2,0,0,0
2238,-3,0,1,-3,0,1,0
2239,-3,0,0,40,0,1,0
2240,-3,0,0,50,0,1,0
2241,-3,0,0,47,0,0,0
2242,-3,0,0,50,0,1,0
2243,-3,0,0,38,0,1,0
2244,-3,0,0,30,0,1,0
2245,-3,0,0,45,0,1,0
2246,-3,0,0,50,0,1,0
2247,-3,0,0,40,0,1,0
2248,-3,0,0,40,0,1,0
2249,-3,0,0,40,0,1,0
2250,-3,0,0,40,0,1,0
2251,-3,0,0,37,0,1,0
2252,-3,0,-3,30,0,1,0
2253,-3,0,0,35,0,0,0
2254,-3,0,0,45,0,1,0
2255,-3,0,-3,-3,0,1,0
2256,-3,0,0,30,0,1,0
2257,-3,0,0,35,0,0,0
2258,-3,0,0,45,0,1,0
2259,-3,0,-3,55,0,0,0
2260,-3,0,0,30,0,1,0
2261,-3,0,-3,35,0,0,0
2262,-3,0,0,40,0,1,0
2263,-3,0,0,55,0,1,0
2264,-3,0,1,15,0,1,0
2265,-3,0,0,45,0,1,0
2266,-3,0,0,30,0,1,0
2267,-3,0,1,0,0,1,0
2268,-3,0,0,40,0,1,0
2269,-3,0,0,48,0,1,0
2270,-3,0,0,44,0,1,0
2271,-3,0,0,30,0,1,0
2272,-3,0,0,40,0,0,0
2273,-3,0,1,15,0,0,0
2274,-3,0,0,35,0,1,0
2275,-3,0,0,40,0,1,0
2276,-3,0,0,30,0,1,0
2277,-3,0,1,3,0,1,0
2278,-3,0,0,45,0,0,0
2279,-3,0,0,30,0,1,0
2280,-3,0,0,35,0,1,0
2281,-3,0,1,23,0,0,0
2282,-3,0,0,43,0,0,0
2283,-3,0,-3,30,0,1,0
2284,-3,0,0,40,0,1,0
2285,-3,0,0,40,0,1,0
2286,-3,0,0,30,0,0,0
2287,-3,0,0,50,0,1,0
2288,-3,0,0,35,0,0,0
2289,-3,0,0,40,0,0,0
2290,-3,0,0,30,0,1,0
2291,-3,0,0,25,0,1,0
2292,-3,0,0,30,0,0,0
2293,-3,0,0,36,0,1,0
2294,-3,0,0,40,0,1,0
2295,-3,0,0,50,0,0,0
2296,-3,0,0,30,0,1,0
2297,-3,0,-3,35,0,0,0
2298,-3,0,0,45,0,1,0
2299,-3,0,0,35,0,1,0
2300,-3,0,-3,45,0,1,0
2301,-3,0,0,40,0,1,0
2302,-3,0,0,43,0,0,0
2303,-3,0,0,30,0,1,0
2304,-3,0,0,41,0,1,0
2305,-3,0,0,35,0,1,0
2306,-3,0,0,30,0,1,0
2307,-3,0,0,25,0,0,0
2308,-3,0,1,-3,0,1,0
2309,-3,0,0,35,0,1,0
2310,-3,0,0,45,0,0,0
2311,-3,0,0,35,0,1,0
2312,-3,0,0,40,0,1,0
2313,-3,0,0,40,0,1,0
2314,-3,0,0,35,0,1,0
2315,-3,0,0,57,0,1,0
2316,-3,0,0,45,0,1,0
2317,-3,0,0,45,0,1,0
2318,-3,0,0,35,0,1,0
2319,-3,0,-3,30,0,1,0
2320,-3,0,0,40,0,1,0
2321,-3,0,0,30,0,0,0
2322,-3,0,-3,36,0,0,0
2323,-3,0,1,10,0,0,0
2324,-3,0,-3,50,0,1,0
2325,-3,0,0,35,0,1,0
2326,-3,0,-3,37,0,1,0
2327,-3,0,0,40,0,1,0
2328,-3,0,0,40,0,0,0
2329,-3,0,1,-3,0,1,0
2330,-3,0,0,34,0,1,0
2331,-3,0,-3,45,0,1,0
2332,-3,0,0,45,0,1,0
2333,-3,0,0,53,0,1,0
2334,-3,0,0,45,0,1,0
2335,-3,0,0,40,0,1,0
2336,-3,0,0,45,0,1,0
2337,-3,0,0,50,0,1,0
2338,-3,0,0,40,0,0,0
2339,-3,0,1,1,0,1,0
2340,-3,0,-3,-3,0,1,0
2341,-3,0,0,45,0,1,0
2342,-3,0,-3,40,0,1,0
2343,-3,0,0,40,0,1,0
2344,-3,0,0,30,0,0,0
2345,-3,0,0,35,0,1,0
2346,-3,0,0,30,0,1,0
2347,-3,0,0,44,0,1,0
2348,-3,0,0,41,0,0,0
